Rate_adj,health_event,Visit,Geography,year,age_group,month,Sex,rate_per_10k,rate_per_10kpy,count,dailyMean
Crude/Age-Specific Rate,Asthma,Inpatient,Franklin,2002-2004,Total,Total,Total,30.71,10.238,157,0.143
Crude/Age-Specific Rate,Asthma,Inpatient,Franklin,2003-2005,Total,Total,Total,27.91,9.305,143,0.130
Crude/Age-Specific Rate,Asthma,Inpatient,Franklin,2004-2006,Total,Total,Total,24.16,8.054,124,0.113
Crude/Age-Specific Rate,Asthma,Inpatient,Franklin,2005-2007,Total,Total,Total,25.82,8.606,133,0.121
Crude/Age-Specific Rate,Asthma,Inpatient,Franklin,2006-2008,Total,Total,Total,29.19,9.729,151,0.138
Crude/Age-Specific Rate,Asthma,Inpatient,Franklin,2007-2009,Total,Total,Total,37.65,12.549,195,0.178
Crude/Age-Specific Rate,Asthma,Inpatient,Franklin,2008-2010,Total,Total,Total,41.74,13.912,216,0.197
Crude/Age-Specific Rate,Asthma,Inpatient,Franklin,2009-2011,Total,Total,Total,41.64,13.880,215,0.196
Crude/Age-Specific Rate,Asthma,Inpatient,Franklin,2010-2012,Total,Total,Total,32.13,10.711,166,0.151
Crude/Age-Specific Rate,Asthma,Inpatient,Franklin,2011-2013,Total,Total,Total,24.85,8.282,128,0.117
Crude/Age-Specific Rate,Asthma,Inpatient,Franklin,2012-2014,Total,Total,Total,18.69,6.230,96,0.088
Crude/Age-Specific Rate,Asthma,Inpatient,Franklin,2013-2015,Total,Total,Total,16.88,5.627,86,0.079
Crude/Age-Specific Rate,Asthma,Inpatient,Franklin,2014-2016,Total,Total,Total,12.97,4.322,66,0.060
Crude/Age-Specific Rate,Asthma,Inpatient,Franklin,2015-2017,Total,Total,Total,9.07,3.025,46,0.042
Crude/Age-Specific Rate,Asthma,Inpatient,Franklin,2016-2018,Total,Total,Total,6.72,2.239,34,0.031
Crude/Age-Specific Rate,Asthma,Inpatient,Franklin,2017-2019,Total,Total,Total,,,37,0.034
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2000-2002,Total,Total,Total,58.23,19.409,320,0.292
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2000-2019,Total,Total,Total,279.98,13.999,1532,0.210
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2001-2003,Total,Total,Total,54.37,18.124,299,0.273
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2002-2004,Total,Total,Total,51.54,17.181,284,0.259
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2003-2005,Total,Total,Total,55.07,18.356,304,0.277
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2004-2006,Total,Total,Total,57.34,19.112,317,0.289
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2005-2007,Total,Total,Total,55.26,18.421,306,0.279
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2006-2008,Total,Total,Total,51.38,17.127,285,0.260
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2007-2009,Total,Total,Total,52.03,17.344,289,0.264
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2008-2010,Total,Total,Total,54.38,18.128,302,0.276
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2009-2011,Total,Total,Total,55.26,18.420,306,0.279
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2010-2012,Total,Total,Total,46.07,15.356,254,0.232
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2011-2013,Total,Total,Total,40.72,13.573,223,0.203
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2012-2014,Total,Total,Total,35.49,11.832,193,0.176
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2013-2015,Total,Total,Total,33.50,11.167,181,0.165
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2014-2016,Total,Total,Total,26.40,8.801,142,0.130
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2015-2017,Total,Total,Total,18.80,6.265,101,0.092
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2016-2018,Total,Total,Total,11.55,3.850,62,0.057
Crude/Age-Specific Rate,Asthma,Inpatient,Fulton,2017-2019,Total,Total,Total,,,44,0.040
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2000-2002,Total,Total,Total,26.17,8.722,158,0.144
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2000-2019,Total,Total,Total,151.70,7.585,901,0.123
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2001-2003,Total,Total,Total,27.01,9.004,163,0.149
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2002-2004,Total,Total,Total,26.03,8.678,157,0.143
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2003-2005,Total,Total,Total,33.87,11.289,204,0.186
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2004-2006,Total,Total,Total,36.96,12.319,222,0.203
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2005-2007,Total,Total,Total,38.35,12.784,230,0.210
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2006-2008,Total,Total,Total,32.71,10.904,196,0.179
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2007-2009,Total,Total,Total,28.71,9.568,172,0.157
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2008-2010,Total,Total,Total,26.37,8.790,158,0.144
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2009-2011,Total,Total,Total,24.54,8.178,147,0.134
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2010-2012,Total,Total,Total,23.57,7.856,141,0.129
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2011-2013,Total,Total,Total,21.83,7.276,130,0.119
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2012-2014,Total,Total,Total,18.59,6.197,110,0.100
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2013-2015,Total,Total,Total,14.97,4.992,88,0.080
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2014-2016,Total,Total,Total,10.45,3.482,61,0.056
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2015-2017,Total,Total,Total,9.47,3.156,55,0.050
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2016-2018,Total,Total,Total,8.83,2.943,51,0.047
Crude/Age-Specific Rate,Asthma,Inpatient,Genesee,2017-2019,Total,Total,Total,,,51,0.047
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2000-2002,Total,Total,Total,14.78,4.926,71,0.065
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2000-2019,Total,Total,Total,143.34,7.167,694,0.095
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2001-2003,Total,Total,Total,20.34,6.779,98,0.089
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2002-2004,Total,Total,Total,22.08,7.362,107,0.098
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2003-2005,Total,Total,Total,26.66,8.885,130,0.119
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2004-2006,Total,Total,Total,25.64,8.548,126,0.115
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2005-2007,Total,Total,Total,27.13,9.042,134,0.122
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2006-2008,Total,Total,Total,27.88,9.292,138,0.126
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2007-2009,Total,Total,Total,28.51,9.503,141,0.129
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2008-2010,Total,Total,Total,28.99,9.664,143,0.130
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2009-2011,Total,Total,Total,27.28,9.093,134,0.122
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2010-2012,Total,Total,Total,28.24,9.414,138,0.126
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2011-2013,Total,Total,Total,26.76,8.919,130,0.119
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2012-2014,Total,Total,Total,22.99,7.663,111,0.101
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2013-2015,Total,Total,Total,19.60,6.533,94,0.086
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2014-2016,Total,Total,Total,16.77,5.592,80,0.073
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2015-2017,Total,Total,Total,16.42,5.472,78,0.071
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2016-2018,Total,Total,Total,12.65,4.216,60,0.055
Crude/Age-Specific Rate,Asthma,Inpatient,Greene,2017-2019,Total,Total,Total,,,56,0.051
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2000-2002,Total,Total,Total,26.38,8.793,14,0.013
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2000-2019,Total,Total,Total,86.08,4.304,42,0.006
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2001-2003,Total,Total,Total,26.71,8.903,14,0.013
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2002-2004,Total,Total,Total,17.34,5.780,9,0.008
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2003-2005,Total,Total,Total,15.55,5.184,8,0.007
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2004-2006,Total,Total,Total,19.69,6.563,10,0.009
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2005-2007,Total,Total,Total,25.92,8.638,13,0.012
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2006-2008,Total,Total,Total,18.18,6.061,9,0.008
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2007-2009,Total,Total,Total,12.23,4.076,6,0.005
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2008-2010,Total,Total,Total,8.22,2.739,4,0.004
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2009-2011,Total,Total,Total,10.32,3.440,5,0.005
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2010-2012,Total,Total,Total,14.50,4.834,7,0.006
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2011-2013,Total,Total,Total,12.50,4.168,6,0.005
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2012-2014,Total,Total,Total,8.41,2.803,4,0.004
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2013-2015,Total,Total,Total,2.12,0.706,1,0.001
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2014-2016,Total,Total,Total,2.15,0.717,1,0.001
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2015-2017,Total,Total,Total,4.37,1.457,2,0.002
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2016-2018,Total,Total,Total,4.46,1.486,2,0.002
Crude/Age-Specific Rate,Asthma,Inpatient,Hamilton,2017-2019,Total,Total,Total,,,1,0.001
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2000-2002,Total,Total,Total,35.96,11.988,231,0.211
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2000-2019,Total,Total,Total,164.63,8.231,1048,0.143
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2001-2003,Total,Total,Total,34.63,11.543,222,0.203
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2002-2004,Total,Total,Total,31.81,10.604,204,0.186
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2003-2005,Total,Total,Total,31.45,10.482,202,0.184
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2004-2006,Total,Total,Total,32.39,10.797,208,0.190
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2005-2007,Total,Total,Total,28.18,9.395,181,0.165
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2006-2008,Total,Total,Total,26.92,8.974,173,0.158
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2007-2009,Total,Total,Total,24.54,8.181,158,0.144
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2008-2010,Total,Total,Total,27.17,9.055,175,0.160
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2009-2011,Total,Total,Total,25.31,8.435,163,0.149
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2010-2012,Total,Total,Total,26.88,8.960,173,0.158
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2011-2013,Total,Total,Total,23.07,7.688,148,0.135
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2012-2014,Total,Total,Total,26.32,8.773,168,0.153
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2013-2015,Total,Total,Total,21.96,7.319,139,0.127
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2014-2016,Total,Total,Total,18.94,6.314,119,0.109
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2015-2017,Total,Total,Total,12.50,4.166,78,0.071
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2016-2018,Total,Total,Total,10.14,3.381,63,0.057
Crude/Age-Specific Rate,Asthma,Inpatient,Herkimer,2017-2019,Total,Total,Total,,,55,0.050
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2000-2002,Total,Total,Total,34.10,11.366,380,0.347
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2000-2019,Total,Total,Total,147.33,7.366,1681,0.230
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2001-2003,Total,Total,Total,35.16,11.719,390,0.356
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2002-2004,Total,Total,Total,35.50,11.833,392,0.358
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2003-2005,Total,Total,Total,32.91,10.969,366,0.334
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2004-2006,Total,Total,Total,27.24,9.079,306,0.279
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2005-2007,Total,Total,Total,22.44,7.481,256,0.234
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2006-2008,Total,Total,Total,21.47,7.157,246,0.224
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2007-2009,Total,Total,Total,21.38,7.128,246,0.224
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2008-2010,Total,Total,Total,21.72,7.241,251,0.229
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2009-2011,Total,Total,Total,20.78,6.927,242,0.221
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2010-2012,Total,Total,Total,19.46,6.487,230,0.210
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2011-2013,Total,Total,Total,19.02,6.340,226,0.206
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2012-2014,Total,Total,Total,18.42,6.140,219,0.200
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2013-2015,Total,Total,Total,17.26,5.753,203,0.185
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2014-2016,Total,Total,Total,14.34,4.779,166,0.151
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2015-2017,Total,Total,Total,11.04,3.679,126,0.115
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2016-2018,Total,Total,Total,11.09,3.698,125,0.114
Crude/Age-Specific Rate,Asthma,Inpatient,Jefferson,2017-2019,Total,Total,Total,,,136,0.124
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2000-2002,Total,Total,Total,105.61,35.204,26138,23.849
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2000-2019,Total,Total,Total,556.21,27.810,140127,19.182
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2001-2003,Total,Total,Total,109.00,36.334,26999,24.657
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2002-2004,Total,Total,Total,108.76,36.253,26873,24.519
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2003-2005,Total,Total,Total,107.53,35.845,26446,24.130
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2004-2006,Total,Total,Total,101.57,33.858,24855,22.678
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2005-2007,Total,Total,Total,98.04,32.679,23932,21.856
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2006-2008,Total,Total,Total,96.75,32.251,23665,21.592
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2007-2009,Total,Total,Total,98.18,32.725,24182,22.064
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2008-2010,Total,Total,Total,97.83,32.611,24321,22.191
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2009-2011,Total,Total,Total,96.26,32.088,24189,22.090
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2010-2012,Total,Total,Total,91.07,30.355,23128,21.102
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2011-2013,Total,Total,Total,87.10,29.034,22347,20.390
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2012-2014,Total,Total,Total,82.57,27.523,21351,19.481
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2013-2015,Total,Total,Total,72.74,24.246,18907,17.267
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2014-2016,Total,Total,Total,59.34,19.781,15466,14.111
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2015-2017,Total,Total,Total,45.80,15.265,11925,10.880
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2016-2018,Total,Total,Total,38.75,12.917,10051,9.171
Crude/Age-Specific Rate,Asthma,Inpatient,Kings,2017-2019,Total,Total,Total,,,9547,8.719
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2000-2002,Total,Total,Total,30.91,10.303,83,0.076
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2000-2019,Total,Total,Total,147.10,7.355,395,0.054
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2001-2003,Total,Total,Total,35.88,11.961,96,0.088
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2002-2004,Total,Total,Total,31.89,10.629,85,0.078
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2003-2005,Total,Total,Total,31.08,10.359,83,0.076
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2004-2006,Total,Total,Total,24.99,8.330,67,0.061
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2005-2007,Total,Total,Total,20.41,6.802,55,0.050
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2006-2008,Total,Total,Total,22.60,7.534,61,0.056
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2007-2009,Total,Total,Total,21.11,7.036,57,0.052
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2008-2010,Total,Total,Total,23.33,7.778,63,0.057
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2009-2011,Total,Total,Total,21.44,7.147,58,0.053
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2010-2012,Total,Total,Total,25.46,8.487,69,0.063
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2011-2013,Total,Total,Total,23.61,7.870,64,0.058
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2012-2014,Total,Total,Total,23.22,7.741,63,0.057
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2013-2015,Total,Total,Total,17.77,5.925,48,0.044
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2014-2016,Total,Total,Total,14.90,4.965,40,0.036
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2015-2017,Total,Total,Total,10.49,3.497,28,0.026
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2016-2018,Total,Total,Total,9.78,3.261,26,0.024
Crude/Age-Specific Rate,Asthma,Inpatient,Lewis,2017-2019,Total,Total,Total,,,25,0.023
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2000-2002,Total,Total,Total,28.78,9.594,187,0.171
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2000-2019,Total,Total,Total,126.35,6.318,818,0.112
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2001-2003,Total,Total,Total,28.57,9.522,186,0.170
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2002-2004,Total,Total,Total,25.60,8.532,167,0.152
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2003-2005,Total,Total,Total,22.81,7.605,149,0.136
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2004-2006,Total,Total,Total,22.02,7.341,144,0.131
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2005-2007,Total,Total,Total,23.40,7.801,153,0.140
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2006-2008,Total,Total,Total,21.68,7.228,142,0.130
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2007-2009,Total,Total,Total,23.20,7.735,152,0.139
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2008-2010,Total,Total,Total,21.85,7.285,143,0.130
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2009-2011,Total,Total,Total,22.40,7.468,146,0.133
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2010-2012,Total,Total,Total,19.40,6.465,126,0.115
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2011-2013,Total,Total,Total,18.07,6.022,117,0.107
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2012-2014,Total,Total,Total,15.77,5.258,102,0.093
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2013-2015,Total,Total,Total,12.86,4.288,83,0.076
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2014-2016,Total,Total,Total,11.04,3.680,71,0.065
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2015-2017,Total,Total,Total,10.01,3.336,64,0.058
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2016-2018,Total,Total,Total,9.28,3.094,59,0.054
Crude/Age-Specific Rate,Asthma,Inpatient,Livingston,2017-2019,Total,Total,Total,,,47,0.043
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2000-2002,Total,Total,Total,35.93,11.977,251,0.229
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2000-2019,Total,Total,Total,161.10,8.055,1155,0.158
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2001-2003,Total,Total,Total,35.38,11.794,249,0.227
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2002-2004,Total,Total,Total,35.55,11.849,252,0.230
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2003-2005,Total,Total,Total,32.26,10.754,230,0.210
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2004-2006,Total,Total,Total,28.76,9.585,206,0.188
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2005-2007,Total,Total,Total,26.22,8.741,189,0.173
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2006-2008,Total,Total,Total,26.72,8.906,194,0.177
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2007-2009,Total,Total,Total,26.03,8.678,190,0.173
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2008-2010,Total,Total,Total,27.04,9.013,198,0.181
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2009-2011,Total,Total,Total,26.93,8.975,197,0.180
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2010-2012,Total,Total,Total,27.43,9.143,200,0.182
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2011-2013,Total,Total,Total,26.45,8.817,192,0.175
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2012-2014,Total,Total,Total,24.60,8.200,178,0.162
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2013-2015,Total,Total,Total,20.53,6.842,148,0.135
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2014-2016,Total,Total,Total,15.33,5.111,110,0.100
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2015-2017,Total,Total,Total,9.81,3.272,70,0.064
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2016-2018,Total,Total,Total,6.89,2.296,49,0.045
Crude/Age-Specific Rate,Asthma,Inpatient,Madison,2017-2019,Total,Total,Total,,,47,0.043
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2000-2002,Total,Total,Total,32.81,10.936,2428,2.215
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2000-2019,Total,Total,Total,203.80,10.190,15137,2.072
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2001-2003,Total,Total,Total,33.98,11.327,2518,2.300
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2002-2004,Total,Total,Total,33.75,11.249,2502,2.283
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2003-2005,Total,Total,Total,33.71,11.237,2496,2.277
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2004-2006,Total,Total,Total,32.96,10.988,2437,2.224
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2005-2007,Total,Total,Total,33.17,11.056,2450,2.237
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2006-2008,Total,Total,Total,33.48,11.160,2476,2.259
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2007-2009,Total,Total,Total,34.79,11.598,2579,2.353
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2008-2010,Total,Total,Total,35.02,11.673,2602,2.374
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2009-2011,Total,Total,Total,34.26,11.420,2552,2.331
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2010-2012,Total,Total,Total,33.07,11.024,2468,2.252
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2011-2013,Total,Total,Total,31.79,10.596,2376,2.168
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2012-2014,Total,Total,Total,31.10,10.366,2325,2.121
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2013-2015,Total,Total,Total,29.25,9.749,2185,1.995
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2014-2016,Total,Total,Total,26.40,8.799,1968,1.796
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2015-2017,Total,Total,Total,24.30,8.100,1808,1.650
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2016-2018,Total,Total,Total,22.61,7.536,1680,1.533
Crude/Age-Specific Rate,Asthma,Inpatient,Monroe,2017-2019,Total,Total,Total,,,1650,1.507
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2000-2002,Total,Total,Total,30.73,10.244,152,0.139
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2000-2019,Total,Total,Total,190.68,9.534,946,0.130
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2001-2003,Total,Total,Total,36.23,12.077,179,0.163
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2002-2004,Total,Total,Total,36.03,12.010,178,0.162
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2003-2005,Total,Total,Total,39.82,13.274,197,0.180
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2004-2006,Total,Total,Total,37.12,12.375,184,0.168
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2005-2007,Total,Total,Total,36.03,12.011,179,0.163
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2006-2008,Total,Total,Total,34.92,11.641,174,0.159
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2007-2009,Total,Total,Total,31.85,10.618,159,0.145
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2008-2010,Total,Total,Total,31.35,10.449,157,0.143
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2009-2011,Total,Total,Total,32.15,10.718,161,0.147
