rate_adj,health_event,geography,geography_code,year,sex,race,age,Count,Population,rate,lb,ub,significance
Crude/Age-Specific Rate,Asthma,Fayette,51,2015,Female,All Races,Child,12,"12,635",95,41.2,148.7,
Crude/Age-Specific Rate,Asthma,Forest,53,2015,Female,All Races,Child,ND,158,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Franklin,55,2015,Female,All Races,Child,12,"16,772",71.5,31.1,112,-
Crude/Age-Specific Rate,Asthma,Fulton,57,2015,Female,All Races,Child,ND,"1,503",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Greene,59,2015,Female,All Races,Child,ND,"3,381",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Huntingdon,61,2015,Female,All Races,Child,ND,"4,181",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Indiana,63,2015,Female,All Races,Child,ND,"7,769",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Jefferson,65,2015,Female,All Races,Child,ND,"4,488",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Juniata,67,2015,Female,All Races,Child,ND,"2,689",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Lackawanna,69,2015,Female,All Races,Child,15,"20,596",72.8,36,109.7,-
Crude/Age-Specific Rate,Asthma,Lancaster,71,2015,Female,All Races,Child,30,"62,551",48,30.8,65.1,-
Crude/Age-Specific Rate,Asthma,Lawrence,73,2015,Female,All Races,Child,ND,"8,692",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Lebanon,75,2015,Female,All Races,Child,13,"15,034",86.5,39.5,133.5,
Crude/Age-Specific Rate,Asthma,Lehigh,77,2015,Female,All Races,Child,34,"39,748",85.5,56.8,114.3,-
Crude/Age-Specific Rate,Asthma,Luzerne,79,2015,Female,All Races,Child,17,"30,111",56.5,29.6,83.3,-
Crude/Age-Specific Rate,Asthma,Lycoming,81,2015,Female,All Races,Child,ND,"11,519",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,McKean,83,2015,Female,All Races,Child,ND,"4,075",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mercer,85,2015,Female,All Races,Child,ND,"11,039",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mifflin,87,2015,Female,All Races,Child,ND,"4,988",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Monroe,89,2015,Female,All Races,Child,22,"16,876",130.4,75.9,184.8,
Crude/Age-Specific Rate,Asthma,Montgomery,91,2015,Female,All Races,Child,74,"87,500",84.6,65.3,103.8,-
Crude/Age-Specific Rate,Asthma,Montour,93,2015,Female,All Races,Child,ND,"1,816",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Northampton,95,2015,Female,All Races,Child,18,"29,752",60.5,32.6,88.4,-
Crude/Age-Specific Rate,Asthma,Northumberland,97,2015,Female,All Races,Child,ND,"8,736",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Perry,99,2015,Female,All Races,Child,ND,"4,611",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Philadelphia,101,2015,Female,All Races,Child,903,"168,551",535.7,500.8,570.7,+
Crude/Age-Specific Rate,Asthma,Pike,103,2015,Female,All Races,Child,ND,"5,168",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Potter,105,2015,Female,All Races,Child,ND,"1,774",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Schuylkill,107,2015,Female,All Races,Child,ND,"13,496",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Snyder,109,2015,Female,All Races,Child,ND,"4,197",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Somerset,111,2015,Female,All Races,Child,ND,"6,705",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Sullivan,113,2015,Female,All Races,Child,ND,ND,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Susquehanna,115,2015,Female,All Races,Child,ND,"3,906",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Tioga,117,2015,Female,All Races,Child,ND,"4,000",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Union,119,2015,Female,All Races,Child,ND,"4,008",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Venango,121,2015,Female,All Races,Child,ND,"5,158",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Warren,123,2015,Female,All Races,Child,ND,"3,797",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Washington,125,2015,Female,All Races,Child,14,"19,953",70.2,33.4,106.9,-
Crude/Age-Specific Rate,Asthma,Wayne,127,2015,Female,All Races,Child,ND,"4,200",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Westmoreland,129,2015,Female,All Races,Child,13,"32,421",40.1,18.3,61.9,-
Crude/Age-Specific Rate,Asthma,Wyoming,131,2015,Female,All Races,Child,ND,"2,572",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,York,133,2015,Female,All Races,Child,17,"47,597",35.7,18.7,52.7,-
Crude/Age-Specific Rate,Asthma,Pennsylvania,0,2014,Female,All Races,Child,"2,090","1,314,622",159,152.2,165.8,
Crude/Age-Specific Rate,Asthma,Adams,1,2014,Female,All Races,Child,ND,"10,234",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Allegheny,3,2014,Female,All Races,Child,137,"114,807",119.3,99.3,139.3,-
Crude/Age-Specific Rate,Asthma,Armstrong,5,2014,Female,All Races,Child,ND,"6,442",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Beaver,7,2014,Female,All Races,Child,ND,"16,135",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bedford,9,2014,Female,All Races,Child,ND,"4,851",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Berks,11,2014,Female,All Races,Child,71,"45,920",154.6,118.7,190.6,
Crude/Age-Specific Rate,Asthma,Blair,13,2014,Female,All Races,Child,22,"12,349",178.2,103.7,252.6,
Crude/Age-Specific Rate,Asthma,Bradford,15,2014,Female,All Races,Child,ND,"6,642",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bucks,17,2014,Female,All Races,Child,40,"65,142",61.4,42.4,80.4,-
Crude/Age-Specific Rate,Asthma,Butler,19,2014,Female,All Races,Child,14,"18,884",74.1,35.3,113,-
Crude/Age-Specific Rate,Asthma,Cambria,21,2014,Female,All Races,Child,ND,"12,871",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cameron,23,2014,Female,All Races,Child,ND,416,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Carbon,25,2014,Female,All Races,Child,ND,"6,202",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Centre,27,2014,Female,All Races,Child,ND,"12,122",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Chester,29,2014,Female,All Races,Child,50,"59,255",84.4,61,107.8,-
Crude/Age-Specific Rate,Asthma,Clarion,31,2014,Female,All Races,Child,ND,"3,508",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Clearfield,33,2014,Female,All Races,Child,ND,"7,241",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Clinton,35,2014,Female,All Races,Child,ND,"4,015",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Columbia,37,2014,Female,All Races,Child,ND,"5,900",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Crawford,39,2014,Female,All Races,Child,ND,"9,031",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cumberland,41,2014,Female,All Races,Child,17,"24,343",69.8,36.6,103,-
Crude/Age-Specific Rate,Asthma,Dauphin,43,2014,Female,All Races,Child,37,"29,744",124.4,84.3,164.5,
Crude/Age-Specific Rate,Asthma,Delaware,45,2014,Female,All Races,Child,127,"61,749",205.7,169.9,241.4,+
Crude/Age-Specific Rate,Asthma,Elk,47,2014,Female,All Races,Child,ND,"3,030",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Erie,49,2014,Female,All Races,Child,22,"29,318",75,43.7,106.4,-
Crude/Age-Specific Rate,Asthma,Fayette,51,2014,Female,All Races,Child,10,"12,732",78.5,29.9,127.2,-
Crude/Age-Specific Rate,Asthma,Forest,53,2014,Female,All Races,Child,ND,205,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Franklin,55,2014,Female,All Races,Child,12,"16,934",70.9,30.8,111,-
Crude/Age-Specific Rate,Asthma,Fulton,57,2014,Female,All Races,Child,ND,"1,525",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Greene,59,2014,Female,All Races,Child,ND,"3,413",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Huntingdon,61,2014,Female,All Races,Child,ND,"4,229",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Indiana,63,2014,Female,All Races,Child,ND,"7,835",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Jefferson,65,2014,Female,All Races,Child,ND,"4,530",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Juniata,67,2014,Female,All Races,Child,ND,"2,701",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Lackawanna,69,2014,Female,All Races,Child,18,"20,709",86.9,46.8,127.1,-
Crude/Age-Specific Rate,Asthma,Lancaster,71,2014,Female,All Races,Child,26,"62,694",41.5,25.5,57.4,-
Crude/Age-Specific Rate,Asthma,Lawrence,73,2014,Female,All Races,Child,12,"8,938",134.3,58.3,210.2,
Crude/Age-Specific Rate,Asthma,Lebanon,75,2014,Female,All Races,Child,14,"15,006",93.3,44.4,142.2,-
Crude/Age-Specific Rate,Asthma,Lehigh,77,2014,Female,All Races,Child,44,"39,545",111.3,78.4,144.1,-
Crude/Age-Specific Rate,Asthma,Luzerne,79,2014,Female,All Races,Child,16,"30,264",52.9,27,78.8,-
Crude/Age-Specific Rate,Asthma,Lycoming,81,2014,Female,All Races,Child,16,"11,716",136.6,69.6,203.5,
Crude/Age-Specific Rate,Asthma,McKean,83,2014,Female,All Races,Child,ND,"4,074",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mercer,85,2014,Female,All Races,Child,ND,"11,332",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mifflin,87,2014,Female,All Races,Child,ND,"5,012",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Monroe,89,2014,Female,All Races,Child,22,"17,354",126.8,73.8,179.7,
Crude/Age-Specific Rate,Asthma,Montgomery,91,2014,Female,All Races,Child,85,"88,147",96.4,75.9,116.9,-
Crude/Age-Specific Rate,Asthma,Montour,93,2014,Female,All Races,Child,ND,"1,853",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Northampton,95,2014,Female,All Races,Child,25,"30,278",82.6,50.2,114.9,-
Crude/Age-Specific Rate,Asthma,Northumberland,97,2014,Female,All Races,Child,ND,"8,929",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Perry,99,2014,Female,All Races,Child,ND,"4,744",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Philadelphia,101,2014,Female,All Races,Child,"1,063","169,093",628.6,590.9,666.4,+
Crude/Age-Specific Rate,Asthma,Pike,103,2014,Female,All Races,Child,ND,"5,336",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Potter,105,2014,Female,All Races,Child,ND,"1,760",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Schuylkill,107,2014,Female,All Races,Child,11,"13,663",80.5,32.9,128.1,-
Crude/Age-Specific Rate,Asthma,Snyder,109,2014,Female,All Races,Child,ND,"4,202",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Somerset,111,2014,Female,All Races,Child,ND,"6,850",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Sullivan,113,2014,Female,All Races,Child,ND,ND,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Susquehanna,115,2014,Female,All Races,Child,ND,"3,947",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Tioga,117,2014,Female,All Races,Child,ND,"4,141",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Union,119,2014,Female,All Races,Child,ND,"3,997",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Venango,121,2014,Female,All Races,Child,ND,"5,256",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Warren,123,2014,Female,All Races,Child,ND,"3,821",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Washington,125,2014,Female,All Races,Child,17,"19,972",85.1,44.7,125.6,-
Crude/Age-Specific Rate,Asthma,Wayne,127,2014,Female,All Races,Child,ND,"4,317",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Westmoreland,129,2014,Female,All Races,Child,21,"32,858",63.9,36.6,91.2,-
Crude/Age-Specific Rate,Asthma,Wyoming,131,2014,Female,All Races,Child,ND,"2,674",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,York,133,2014,Female,All Races,Child,26,"47,528",54.7,33.7,75.7,-
Crude/Age-Specific Rate,Asthma,Pennsylvania,0,2013,Female,All Races,Child,"2,153","1,327,438",162.2,155.3,169,
Crude/Age-Specific Rate,Asthma,Adams,1,2013,Female,All Races,Child,ND,"10,548",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Allegheny,3,2013,Female,All Races,Child,128,"116,148",110.2,91.1,129.3,-
Crude/Age-Specific Rate,Asthma,Armstrong,5,2013,Female,All Races,Child,ND,"6,535",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Beaver,7,2013,Female,All Races,Child,13,"16,308",79.7,36.4,123,-
Crude/Age-Specific Rate,Asthma,Bedford,9,2013,Female,All Races,Child,ND,"4,917",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Berks,11,2013,Female,All Races,Child,73,"46,386",157.4,121.3,193.5,
Crude/Age-Specific Rate,Asthma,Blair,13,2013,Female,All Races,Child,10,"12,479",80.1,30.5,129.8,-
Crude/Age-Specific Rate,Asthma,Bradford,15,2013,Female,All Races,Child,ND,"6,770",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bucks,17,2013,Female,All Races,Child,54,"66,639",81,59.4,102.6,-
Crude/Age-Specific Rate,Asthma,Butler,19,2013,Female,All Races,Child,ND,"19,165",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cambria,21,2013,Female,All Races,Child,11,"13,190",83.4,34.1,132.7,-
Crude/Age-Specific Rate,Asthma,Cameron,23,2013,Female,All Races,Child,ND,439,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Carbon,25,2013,Female,All Races,Child,ND,"6,378",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Centre,27,2013,Female,All Races,Child,ND,"11,864",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Chester,29,2013,Female,All Races,Child,31,"59,505",52.1,33.8,70.4,-
Crude/Age-Specific Rate,Asthma,Clarion,31,2013,Female,All Races,Child,ND,"3,582",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Clearfield,33,2013,Female,All Races,Child,ND,"7,462",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Clinton,35,2013,Female,All Races,Child,ND,"4,064",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Columbia,37,2013,Female,All Races,Child,ND,"5,944",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Crawford,39,2013,Female,All Races,Child,ND,"9,134",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cumberland,41,2013,Female,All Races,Child,22,"24,159",91.1,53,129.1,-
Crude/Age-Specific Rate,Asthma,Dauphin,43,2013,Female,All Races,Child,26,"29,807",87.2,53.7,120.8,-
Crude/Age-Specific Rate,Asthma,Delaware,45,2013,Female,All Races,Child,140,"62,469",224.1,187,261.2,+
Crude/Age-Specific Rate,Asthma,Elk,47,2013,Female,All Races,Child,ND,"3,099",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Erie,49,2013,Female,All Races,Child,10,"29,962",33.4,12.7,54.1,-
Crude/Age-Specific Rate,Asthma,Fayette,51,2013,Female,All Races,Child,ND,"12,918",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Forest,53,2013,Female,All Races,Child,ND,263,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Franklin,55,2013,Female,All Races,Child,11,"17,095",64.3,26.3,102.4,-
Crude/Age-Specific Rate,Asthma,Fulton,57,2013,Female,All Races,Child,ND,"1,525",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Greene,59,2013,Female,All Races,Child,ND,"3,497",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Huntingdon,61,2013,Female,All Races,Child,ND,"4,256",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Indiana,63,2013,Female,All Races,Child,ND,"7,992",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Jefferson,65,2013,Female,All Races,Child,ND,"4,576",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Juniata,67,2013,Female,All Races,Child,ND,"2,748",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Lackawanna,69,2013,Female,All Races,Child,16,"21,016",76.1,38.8,113.4,-
Crude/Age-Specific Rate,Asthma,Lancaster,71,2013,Female,All Races,Child,33,"62,801",52.5,34.6,70.5,-
Crude/Age-Specific Rate,Asthma,Lawrence,73,2013,Female,All Races,Child,ND,"9,079",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Lebanon,75,2013,Female,All Races,Child,15,"15,041",99.7,49.3,150.2,-
Crude/Age-Specific Rate,Asthma,Lehigh,77,2013,Female,All Races,Child,31,"39,310",78.9,51.1,106.6,-
Crude/Age-Specific Rate,Asthma,Luzerne,79,2013,Female,All Races,Child,18,"30,667",58.7,31.6,85.8,-
Crude/Age-Specific Rate,Asthma,Lycoming,81,2013,Female,All Races,Child,ND,"11,608",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,McKean,83,2013,Female,All Races,Child,ND,"4,255",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mercer,85,2013,Female,All Races,Child,ND,"11,521",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mifflin,87,2013,Female,All Races,Child,ND,"5,061",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Monroe,89,2013,Female,All Races,Child,12,"17,836",67.3,29.2,105.3,-
Crude/Age-Specific Rate,Asthma,Montgomery,91,2013,Female,All Races,Child,87,"88,849",97.9,77.3,118.5,-
Crude/Age-Specific Rate,Asthma,Montour,93,2013,Female,All Races,Child,ND,"1,858",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Northampton,95,2013,Female,All Races,Child,26,"30,573",85,52.4,117.7,-
Crude/Age-Specific Rate,Asthma,Northumberland,97,2013,Female,All Races,Child,10,"9,057",110.4,42,178.8,
Crude/Age-Specific Rate,Asthma,Perry,99,2013,Female,All Races,Child,ND,"4,783",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Philadelphia,101,2013,Female,All Races,Child,"1,201","169,079",710.3,670.1,750.5,+
Crude/Age-Specific Rate,Asthma,Pike,103,2013,Female,All Races,Child,ND,"5,665",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Potter,105,2013,Female,All Races,Child,ND,"1,828",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Schuylkill,107,2013,Female,All Races,Child,ND,"13,967",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Snyder,109,2013,Female,All Races,Child,ND,"4,165",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Somerset,111,2013,Female,All Races,Child,ND,"6,965",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Sullivan,113,2013,Female,All Races,Child,ND,421,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Susquehanna,115,2013,Female,All Races,Child,ND,"4,064",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Tioga,117,2013,Female,All Races,Child,ND,"4,212",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Union,119,2013,Female,All Races,Child,ND,"3,967",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Venango,121,2013,Female,All Races,Child,ND,"5,356",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Warren,123,2013,Female,All Races,Child,ND,"3,873",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Washington,125,2013,Female,All Races,Child,10,"20,143",49.6,18.9,80.4,-
Crude/Age-Specific Rate,Asthma,Wayne,127,2013,Female,All Races,Child,ND,"4,512",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Westmoreland,129,2013,Female,All Races,Child,20,"33,422",59.8,33.6,86.1,-
Crude/Age-Specific Rate,Asthma,Wyoming,131,2013,Female,All Races,Child,ND,"2,744",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,York,133,2013,Female,All Races,Child,21,"47,917",43.8,25.1,62.6,-
Crude/Age-Specific Rate,Asthma,Pennsylvania,0,2012,Female,All Races,Child,"2,408","1,336,864",180.1,172.9,187.3,
Crude/Age-Specific Rate,Asthma,Adams,1,2012,Female,All Races,Child,ND,"10,635",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Allegheny,3,2012,Female,All Races,Child,179,"116,345",153.9,131.3,176.4,
Crude/Age-Specific Rate,Asthma,Armstrong,5,2012,Female,All Races,Child,10,"6,554",152.6,58,247.1,
Crude/Age-Specific Rate,Asthma,Beaver,7,2012,Female,All Races,Child,ND,"16,426",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bedford,9,2012,Female,All Races,Child,ND,"4,976",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Berks,11,2012,Female,All Races,Child,54,"46,829",115.3,84.6,146.1,-
Crude/Age-Specific Rate,Asthma,Blair,13,2012,Female,All Races,Child,14,"12,667",110.5,52.6,168.4,-
Crude/Age-Specific Rate,Asthma,Bradford,15,2012,Female,All Races,Child,ND,"6,803",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bucks,17,2012,Female,All Races,Child,58,"67,581",85.8,63.7,107.9,-
Crude/Age-Specific Rate,Asthma,Butler,19,2012,Female,All Races,Child,ND,"19,451",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cambria,21,2012,Female,All Races,Child,12,"13,253",90.5,39.3,141.8,-
Crude/Age-Specific Rate,Asthma,Cameron,23,2012,Female,All Races,Child,ND,456,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Carbon,25,2012,Female,All Races,Child,ND,"6,405",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Centre,27,2012,Female,All Races,Child,ND,"11,937",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Chester,29,2012,Female,All Races,Child,25,"60,031",41.6,25.3,58,-
Crude/Age-Specific Rate,Asthma,Clarion,31,2012,Female,All Races,Child,ND,"3,708",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Clearfield,33,2012,Female,All Races,Child,ND,"7,502",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Clinton,35,2012,Female,All Races,Child,ND,"3,980",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Columbia,37,2012,Female,All Races,Child,ND,"5,945",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Crawford,39,2012,Female,All Races,Child,ND,"9,257",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cumberland,41,2012,Female,All Races,Child,18,"23,909",75.3,40.5,110.1,-
Crude/Age-Specific Rate,Asthma,Dauphin,43,2012,Female,All Races,Child,25,"29,903",83.6,50.8,116.4,-
Crude/Age-Specific Rate,Asthma,Delaware,45,2012,Female,All Races,Child,105,"62,845",167.1,135.1,199,
Crude/Age-Specific Rate,Asthma,Elk,47,2012,Female,All Races,Child,ND,"3,097",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Erie,49,2012,Female,All Races,Child,15,"30,240",49.6,24.5,74.7,-
Crude/Age-Specific Rate,Asthma,Fayette,51,2012,Female,All Races,Child,11,"13,060",84.2,34.5,134,-
Crude/Age-Specific Rate,Asthma,Forest,53,2012,Female,All Races,Child,ND,357,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Franklin,55,2012,Female,All Races,Child,ND,"17,220",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Fulton,57,2012,Female,All Races,Child,ND,"1,571",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Greene,59,2012,Female,All Races,Child,ND,"3,496",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Huntingdon,61,2012,Female,All Races,Child,ND,"4,348",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Indiana,63,2012,Female,All Races,Child,ND,"8,092",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Jefferson,65,2012,Female,All Races,Child,ND,"4,519",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Juniata,67,2012,Female,All Races,Child,ND,"2,755",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Lackawanna,69,2012,Female,All Races,Child,14,"21,153",66.2,31.5,100.9,-
Crude/Age-Specific Rate,Asthma,Lancaster,71,2012,Female,All Races,Child,41,"62,611",65.5,45.4,85.5,-
Crude/Age-Specific Rate,Asthma,Lawrence,73,2012,Female,All Races,Child,10,"9,195",108.8,41.3,176.2,
Crude/Age-Specific Rate,Asthma,Lebanon,75,2012,Female,All Races,Child,14,"14,993",93.4,44.5,142.3,-
Crude/Age-Specific Rate,Asthma,Lehigh,77,2012,Female,All Races,Child,41,"39,754",103.1,71.6,134.7,-
Crude/Age-Specific Rate,Asthma,Luzerne,79,2012,Female,All Races,Child,22,"30,785",71.5,41.6,101.3,-
Crude/Age-Specific Rate,Asthma,Lycoming,81,2012,Female,All Races,Child,ND,"11,680",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,McKean,83,2012,Female,All Races,Child,ND,"4,298",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mercer,85,2012,Female,All Races,Child,ND,"11,775",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mifflin,87,2012,Female,All Races,Child,10,"5,063",197.5,75.1,319.9,
Crude/Age-Specific Rate,Asthma,Monroe,89,2012,Female,All Races,Child,19,"18,411",103.2,56.8,149.6,-
Crude/Age-Specific Rate,Asthma,Montgomery,91,2012,Female,All Races,Child,114,"88,780",128.4,104.8,152,-
Crude/Age-Specific Rate,Asthma,Montour,93,2012,Female,All Races,Child,ND,"1,844",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Northampton,95,2012,Female,All Races,Child,44,"30,845",142.6,100.5,184.8,
Crude/Age-Specific Rate,Asthma,Northumberland,97,2012,Female,All Races,Child,ND,"9,152",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Perry,99,2012,Female,All Races,Child,ND,"4,940",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Philadelphia,101,2012,Female,All Races,Child,"1,354","170,222",795.4,753.1,837.8,+
Crude/Age-Specific Rate,Asthma,Pike,103,2012,Female,All Races,Child,ND,"5,818",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Potter,105,2012,Female,All Races,Child,ND,"1,800",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Schuylkill,107,2012,Female,All Races,Child,ND,"13,896",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Snyder,109,2012,Female,All Races,Child,ND,"4,177",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Somerset,111,2012,Female,All Races,Child,ND,"7,016",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Sullivan,113,2012,Female,All Races,Child,ND,509,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Susquehanna,115,2012,Female,All Races,Child,ND,"4,164",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Tioga,117,2012,Female,All Races,Child,ND,"4,268",ND,ND,ND,-
